movie_id,title,genres,title_length,text_for_embedding,clean_text,text_length
544,Striking Distance (1993),Action,24,Striking Distance (1993) Action,Striking Distance (1993) Action,31
545,Harlem (1993),Drama,13,Harlem (1993) Drama,Harlem (1993) Drama,19
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,24,"Super Mario Bros. (1993) Action,Adventure,Children's,Sci-Fi","Super Mario Bros. (1993) Action,Adventure,Children's,Sci-Fi",59
547,Surviving the Game (1994),Action|Adventure|Thriller,25,"Surviving the Game (1994) Action,Adventure,Thriller","Surviving the Game (1994) Action,Adventure,Thriller",51
548,Terminal Velocity (1994),Action,24,Terminal Velocity (1994) Action,Terminal Velocity (1994) Action,31
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,47,Thirty-Two Short Films About Glenn Gould (1993) Documentary,Thirty-Two Short Films About Glenn Gould (1993) Documentary,59
550,Threesome (1994),Comedy|Romance,16,"Threesome (1994) Comedy,Romance","Threesome (1994) Comedy,Romance",31
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,38,"Nightmare Before Christmas, The (1993) Children's,Comedy,Musical","Nightmare Before Christmas, The (1993) Children's,Comedy,Musical",64
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,28,"Three Musketeers, The (1993) Action,Adventure,Comedy","Three Musketeers, The (1993) Action,Adventure,Comedy",52
553,Tombstone (1993),Western,16,Tombstone (1993) Western,Tombstone (1993) Western,24
554,Trial by Jury (1994),Thriller,20,Trial by Jury (1994) Thriller,Trial by Jury (1994) Thriller,29
555,True Romance (1993),Action|Crime|Romance,19,"True Romance (1993) Action,Crime,Romance","True Romance (1993) Action,Crime,Romance",40
556,"War Room, The (1993)",Documentary,20,"War Room, The (1993) Documentary","War Room, The (1993) Documentary",32
557,Mamma Roma (1962),Drama,17,Mamma Roma (1962) Drama,Mamma Roma (1962) Drama,23
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,22,"Pagemaster, The (1994) Action,Adventure,Animation,Children's,Fantasy","Pagemaster, The (1994) Action,Adventure,Animation,Children's,Fantasy",68
559,"Paris, France (1993)",Comedy,20,"Paris, France (1993) Comedy","Paris, France (1993) Comedy",27
560,"Beans of Egypt, Maine, The (1994)",Drama,33,"Beans of Egypt, Maine, The (1994) Drama","Beans of Egypt, Maine, The (1994) Drama",39
561,Killer (Bulletproof Heart) (1994),Thriller,33,Killer (Bulletproof Heart) (1994) Thriller,Killer (Bulletproof Heart) (1994) Thriller,42
562,Welcome to the Dollhouse (1995),Comedy|Drama,31,"Welcome to the Dollhouse (1995) Comedy,Drama","Welcome to the Dollhouse (1995) Comedy,Drama",44
563,Germinal (1993),Drama,15,Germinal (1993) Drama,Germinal (1993) Drama,21
564,Chasers (1994),Comedy,14,Chasers (1994) Comedy,Chasers (1994) Comedy,21
565,Cronos (1992),Horror,13,Cronos (1992) Horror,Cronos (1992) Horror,20
566,Naked in New York (1994),Comedy|Romance,24,"Naked in New York (1994) Comedy,Romance","Naked in New York (1994) Comedy,Romance",39
567,Kika (1993),Drama,11,Kika (1993) Drama,Kika (1993) Drama,17
568,Bhaji on the Beach (1993),Comedy|Drama,25,"Bhaji on the Beach (1993) Comedy,Drama","Bhaji on the Beach (1993) Comedy,Drama",38
569,Little Big League (1994),Children's|Comedy,24,"Little Big League (1994) Children's,Comedy","Little Big League (1994) Children's,Comedy",42
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,36,"Slingshot, The (Kådisbellan ) (1993) Comedy,Drama","Slingshot, The (Kådisbellan ) (1993) Comedy,Drama",49
571,"Wedding Gift, The (1994)",Drama,24,"Wedding Gift, The (1994) Drama","Wedding Gift, The (1994) Drama",30
572,Foreign Student (1994),Drama,22,Foreign Student (1994) Drama,Foreign Student (1994) Drama,28
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,54,"Ciao, Professore! (Io speriamo che me la cavo ) (1993) Drama","Ciao, Professore! (Io speriamo che me la cavo ) (1993) Drama",60
574,Spanking the Monkey (1994),Comedy|Drama,26,"Spanking the Monkey (1994) Comedy,Drama","Spanking the Monkey (1994) Comedy,Drama",39
575,"Little Rascals, The (1994)",Children's|Comedy,26,"Little Rascals, The (1994) Children's,Comedy","Little Rascals, The (1994) Children's,Comedy",44
576,Fausto (1993),Comedy,13,Fausto (1993) Comedy,Fausto (1993) Comedy,20
577,Andre (1994),Adventure|Children's,12,"Andre (1994) Adventure,Children's","Andre (1994) Adventure,Children's",33
578,"Hour of the Pig, The (1993)",Drama|Mystery,27,"Hour of the Pig, The (1993) Drama,Mystery","Hour of the Pig, The (1993) Drama,Mystery",41
579,"Scorta, La (1993)",Thriller,17,"Scorta, La (1993) Thriller","Scorta, La (1993) Thriller",26
580,Princess Caraboo (1994),Drama,23,Princess Caraboo (1994) Drama,Princess Caraboo (1994) Drama,29
581,"Celluloid Closet, The (1995)",Documentary,28,"Celluloid Closet, The (1995) Documentary","Celluloid Closet, The (1995) Documentary",40
582,Metisse (Café au Lait) (1993),Comedy,29,Metisse (Café au Lait) (1993) Comedy,Metisse (Café au Lait) (1993) Comedy,36
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,31,"Dear Diary (Caro Diario) (1994) Comedy,Drama","Dear Diary (Caro Diario) (1994) Comedy,Drama",44
584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama,57,I Don't Want to Talk About It (De eso no se habla) (1993) Drama,I Don't Want to Talk About It (De eso no se habla) (1993) Drama,63
585,"Brady Bunch Movie, The (1995)",Comedy,29,"Brady Bunch Movie, The (1995) Comedy","Brady Bunch Movie, The (1995) Comedy",36
586,Home Alone (1990),Children's|Comedy,17,"Home Alone (1990) Children's,Comedy","Home Alone (1990) Children's,Comedy",35
587,Ghost (1990),Comedy|Romance|Thriller,12,"Ghost (1990) Comedy,Romance,Thriller","Ghost (1990) Comedy,Romance,Thriller",36
588,Aladdin (1992),Animation|Children's|Comedy|Musical,14,"Aladdin (1992) Animation,Children's,Comedy,Musical","Aladdin (1992) Animation,Children's,Comedy,Musical",50
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,33,"Terminator 2: Judgment Day (1991) Action,Sci-Fi,Thriller","Terminator 2: Judgment Day (1991) Action,Sci-Fi,Thriller",56
590,Dances with Wolves (1990),Adventure|Drama|Western,25,"Dances with Wolves (1990) Adventure,Drama,Western","Dances with Wolves (1990) Adventure,Drama,Western",49
591,Tough and Deadly (1995),Action|Drama|Thriller,23,"Tough and Deadly (1995) Action,Drama,Thriller","Tough and Deadly (1995) Action,Drama,Thriller",45
592,Batman (1989),Action|Adventure|Crime|Drama,13,"Batman (1989) Action,Adventure,Crime,Drama","Batman (1989) Action,Adventure,Crime,Drama",42
593,"Silence of the Lambs, The (1991)",Drama|Thriller,32,"Silence of the Lambs, The (1991) Drama,Thriller","Silence of the Lambs, The (1991) Drama,Thriller",47
594,Snow White and the Seven Dwarfs (1937),Animation|Children's|Musical,38,"Snow White and the Seven Dwarfs (1937) Animation,Children's,Musical","Snow White and the Seven Dwarfs (1937) Animation,Children's,Musical",67
595,Beauty and the Beast (1991),Animation|Children's|Musical,27,"Beauty and the Beast (1991) Animation,Children's,Musical","Beauty and the Beast (1991) Animation,Children's,Musical",56
596,Pinocchio (1940),Animation|Children's,16,"Pinocchio (1940) Animation,Children's","Pinocchio (1940) Animation,Children's",37
597,Pretty Woman (1990),Comedy|Romance,19,"Pretty Woman (1990) Comedy,Romance","Pretty Woman (1990) Comedy,Romance",34
598,Window to Paris (1994),Comedy,22,Window to Paris (1994) Comedy,Window to Paris (1994) Comedy,29
599,"Wild Bunch, The (1969)",Western,22,"Wild Bunch, The (1969) Western","Wild Bunch, The (1969) Western",30
600,Love and a .45 (1994),Thriller,21,Love and a .45 (1994) Thriller,Love and a .45 (1994) Thriller,30
601,"Wooden Man's Bride, The (Wu Kui) (1994)",Drama,39,"Wooden Man's Bride, The (Wu Kui) (1994) Drama","Wooden Man's Bride, The (Wu Kui) (1994) Drama",45
602,"Great Day in Harlem, A (1994)",Documentary,29,"Great Day in Harlem, A (1994) Documentary","Great Day in Harlem, A (1994) Documentary",41
603,"Bye Bye, Love (1995)",Comedy,20,"Bye Bye, Love (1995) Comedy","Bye Bye, Love (1995) Comedy",27
604,Criminals (1996),Documentary,16,Criminals (1996) Documentary,Criminals (1996) Documentary,28
605,One Fine Day (1996),Drama|Romance,19,"One Fine Day (1996) Drama,Romance","One Fine Day (1996) Drama,Romance",33
606,Candyman: Farewell to the Flesh (1995),Horror,38,Candyman: Farewell to the Flesh (1995) Horror,Candyman: Farewell to the Flesh (1995) Horror,45
607,Century (1993),Drama,14,Century (1993) Drama,Century (1993) Drama,20
608,Fargo (1996),Crime|Drama|Thriller,12,"Fargo (1996) Crime,Drama,Thriller","Fargo (1996) Crime,Drama,Thriller",33
609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children's,47,"Homeward Bound II: Lost in San Francisco (1996) Adventure,Children's","Homeward Bound II: Lost in San Francisco (1996) Adventure,Children's",68
610,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi,18,"Heavy Metal (1981) Action,Adventure,Animation,Horror,Sci-Fi","Heavy Metal (1981) Action,Adventure,Animation,Horror,Sci-Fi",59
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi,28,"Hellraiser: Bloodline (1996) Action,Horror,Sci-Fi","Hellraiser: Bloodline (1996) Action,Horror,Sci-Fi",49
612,"Pallbearer, The (1996)",Comedy,22,"Pallbearer, The (1996) Comedy","Pallbearer, The (1996) Comedy",29
613,Jane Eyre (1996),Drama|Romance,16,"Jane Eyre (1996) Drama,Romance","Jane Eyre (1996) Drama,Romance",30
614,Loaded (1994),Drama|Thriller,13,"Loaded (1994) Drama,Thriller","Loaded (1994) Drama,Thriller",28
615,Bread and Chocolate (Pane e cioccolata) (1973),Drama,46,Bread and Chocolate (Pane e cioccolata) (1973) Drama,Bread and Chocolate (Pane e cioccolata) (1973) Drama,52
616,"Aristocats, The (1970)",Animation|Children's,22,"Aristocats, The (1970) Animation,Children's","Aristocats, The (1970) Animation,Children's",43
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",Drama,55,"Flower of My Secret, The (La Flor de Mi Secreto) (1995) Drama","Flower of My Secret, The (La Flor de Mi Secreto) (1995) Drama",61
618,Two Much (1996),Comedy|Romance,15,"Two Much (1996) Comedy,Romance","Two Much (1996) Comedy,Romance",30
619,Ed (1996),Comedy,9,Ed (1996) Comedy,Ed (1996) Comedy,16
620,Scream of Stone (Schrei aus Stein) (1991),Drama,41,Scream of Stone (Schrei aus Stein) (1991) Drama,Scream of Stone (Schrei aus Stein) (1991) Drama,47
621,My Favorite Season (1993),Drama,25,My Favorite Season (1993) Drama,My Favorite Season (1993) Drama,31
623,"Modern Affair, A (1995)",Romance,23,"Modern Affair, A (1995) Romance","Modern Affair, A (1995) Romance",31
624,Condition Red (1995),Action|Drama|Thriller,20,"Condition Red (1995) Action,Drama,Thriller","Condition Red (1995) Action,Drama,Thriller",42
625,Asfour Stah (1990),Drama,18,Asfour Stah (1990) Drama,Asfour Stah (1990) Drama,24
626,"Thin Line Between Love and Hate, A (1996)",Comedy,41,"Thin Line Between Love and Hate, A (1996) Comedy","Thin Line Between Love and Hate, A (1996) Comedy",48
627,"Last Supper, The (1995)",Drama|Thriller,23,"Last Supper, The (1995) Drama,Thriller","Last Supper, The (1995) Drama,Thriller",38
628,Primal Fear (1996),Drama|Thriller,18,"Primal Fear (1996) Drama,Thriller","Primal Fear (1996) Drama,Thriller",33
629,Rude (1995),Drama,11,Rude (1995) Drama,Rude (1995) Drama,17
630,Carried Away (1996),Drama|Romance,19,"Carried Away (1996) Drama,Romance","Carried Away (1996) Drama,Romance",33
631,All Dogs Go to Heaven 2 (1996),Animation|Children's|Musical,30,"All Dogs Go to Heaven 2 (1996) Animation,Children's,Musical","All Dogs Go to Heaven 2 (1996) Animation,Children's,Musical",59
632,Land and Freedom (Tierra y libertad) (1995),War,43,Land and Freedom (Tierra y libertad) (1995) War,Land and Freedom (Tierra y libertad) (1995) War,47
633,Denise Calls Up (1995),Comedy,22,Denise Calls Up (1995) Comedy,Denise Calls Up (1995) Comedy,29
634,Theodore Rex (1995),Comedy,19,Theodore Rex (1995) Comedy,Theodore Rex (1995) Comedy,26
635,"Family Thing, A (1996)",Comedy|Drama,22,"Family Thing, A (1996) Comedy,Drama","Family Thing, A (1996) Comedy,Drama",35
636,Frisk (1995),Drama,12,Frisk (1995) Drama,Frisk (1995) Drama,18
637,Sgt. Bilko (1996),Comedy,17,Sgt. Bilko (1996) Comedy,Sgt. Bilko (1996) Comedy,24
638,Jack and Sarah (1995),Romance,21,Jack and Sarah (1995) Romance,Jack and Sarah (1995) Romance,29
639,Girl 6 (1996),Comedy,13,Girl 6 (1996) Comedy,Girl 6 (1996) Comedy,20
640,Diabolique (1996),Drama|Thriller,17,"Diabolique (1996) Drama,Thriller","Diabolique (1996) Drama,Thriller",32
641,"Little Indian, Big City (Un indien dans la ville) (1994)",Comedy,56,"Little Indian, Big City (Un indien dans la ville) (1994) Comedy","Little Indian, Big City (Un indien dans la ville) (1994) Comedy",63
642,Roula (1995),Drama,12,Roula (1995) Drama,Roula (1995) Drama,18
643,Peanuts - Die Bank zahlt alles (1996),Comedy,37,Peanuts - Die Bank zahlt alles (1996) Comedy,Peanuts - Die Bank zahlt alles (1996) Comedy,44
644,Happy Weekend (1996),Comedy,20,Happy Weekend (1996) Comedy,Happy Weekend (1996) Comedy,27
645,Nelly & Monsieur Arnaud (1995),Drama,30,Nelly & Monsieur Arnaud (1995) Drama,Nelly & Monsieur Arnaud (1995) Drama,36
647,Courage Under Fire (1996),Drama|War,25,"Courage Under Fire (1996) Drama,War","Courage Under Fire (1996) Drama,War",35
648,Mission: Impossible (1996),Action|Adventure|Mystery,26,"Mission: Impossible (1996) Action,Adventure,Mystery","Mission: Impossible (1996) Action,Adventure,Mystery",51
649,Cold Fever (Á köldum klaka) (1994),Comedy|Drama,34,"Cold Fever (Á köldum klaka) (1994) Comedy,Drama","Cold Fever (Á köldum klaka) (1994) Comedy,Drama",47
650,Moll Flanders (1996),Drama,20,Moll Flanders (1996) Drama,Moll Flanders (1996) Drama,26
651,"Superweib, Das (1996)",Comedy,21,"Superweib, Das (1996) Comedy","Superweib, Das (1996) Comedy",28
652,"301, 302 (1995)",Mystery,15,"301, 302 (1995) Mystery","301, 302 (1995) Mystery",23
653,Dragonheart (1996),Action|Adventure|Fantasy,18,"Dragonheart (1996) Action,Adventure,Fantasy","Dragonheart (1996) Action,Adventure,Fantasy",43
654,Und keiner weint mir nach (1996),Drama|Romance,32,"Und keiner weint mir nach (1996) Drama,Romance","Und keiner weint mir nach (1996) Drama,Romance",46
655,Mutters Courage (1995),Comedy,22,Mutters Courage (1995) Comedy,Mutters Courage (1995) Comedy,29
656,Eddie (1996),Comedy,12,Eddie (1996) Comedy,Eddie (1996) Comedy,19
657,Yankee Zulu (1994),Comedy|Drama,18,"Yankee Zulu (1994) Comedy,Drama","Yankee Zulu (1994) Comedy,Drama",31
658,Billy's Holiday (1995),Drama,22,Billy's Holiday (1995) Drama,Billy's Holiday (1995) Drama,28
659,Purple Noon (1960),Crime|Thriller,18,"Purple Noon (1960) Crime,Thriller","Purple Noon (1960) Crime,Thriller",33
660,August (1996),Drama,13,August (1996) Drama,August (1996) Drama,19
661,James and the Giant Peach (1996),Animation|Children's|Musical,32,"James and the Giant Peach (1996) Animation,Children's,Musical","James and the Giant Peach (1996) Animation,Children's,Musical",61
662,Fear (1996),Thriller,11,Fear (1996) Thriller,Fear (1996) Thriller,20
663,Kids in the Hall: Brain Candy (1996),Comedy,36,Kids in the Hall: Brain Candy (1996) Comedy,Kids in the Hall: Brain Candy (1996) Comedy,43
664,Faithful (1996),Comedy,15,Faithful (1996) Comedy,Faithful (1996) Comedy,22
665,Underground (1995),War,18,Underground (1995) War,Underground (1995) War,22
666,All Things Fair (1996),Drama,22,All Things Fair (1996) Drama,All Things Fair (1996) Drama,28
667,Bloodsport 2 (1995),Action,19,Bloodsport 2 (1995) Action,Bloodsport 2 (1995) Action,26
668,Pather Panchali (1955),Drama,22,Pather Panchali (1955) Drama,Pather Panchali (1955) Drama,28
669,Aparajito (1956),Drama,16,Aparajito (1956) Drama,Aparajito (1956) Drama,22
670,"World of Apu, The (Apur Sansar) (1959)",Drama,38,"World of Apu, The (Apur Sansar) (1959) Drama","World of Apu, The (Apur Sansar) (1959) Drama",44
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,46,"Mystery Science Theater 3000: The Movie (1996) Comedy,Sci-Fi","Mystery Science Theater 3000: The Movie (1996) Comedy,Sci-Fi",60
672,Tarantella (1995),Drama,17,Tarantella (1995) Drama,Tarantella (1995) Drama,23
673,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy,16,"Space Jam (1996) Adventure,Animation,Children's,Comedy,Fantasy","Space Jam (1996) Adventure,Animation,Children's,Comedy,Fantasy",62
674,Barbarella (1968),Adventure|Sci-Fi,17,"Barbarella (1968) Adventure,Sci-Fi","Barbarella (1968) Adventure,Sci-Fi",34
675,Hostile Intentions (1994),Action|Drama|Thriller,25,"Hostile Intentions (1994) Action,Drama,Thriller","Hostile Intentions (1994) Action,Drama,Thriller",47
676,They Bite (1996),Drama,16,They Bite (1996) Drama,They Bite (1996) Drama,22
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,39,"Some Folks Call It a Sling Blade (1993) Drama,Thriller","Some Folks Call It a Sling Blade (1993) Drama,Thriller",54
679,"Run of the Country, The (1995)",Drama,30,"Run of the Country, The (1995) Drama","Run of the Country, The (1995) Drama",36
680,Alphaville (1965),Sci-Fi,17,Alphaville (1965) Sci-Fi,Alphaville (1965) Sci-Fi,24
681,Clean Slate (Coup de Torchon) (1981),Crime,36,Clean Slate (Coup de Torchon) (1981) Crime,Clean Slate (Coup de Torchon) (1981) Crime,42
682,Tigrero: A Film That Was Never Made (1994),Documentary|Drama,42,"Tigrero: A Film That Was Never Made (1994) Documentary,Drama","Tigrero: A Film That Was Never Made (1994) Documentary,Drama",60
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",Documentary,44,"Eye of Vichy, The (Oeil de Vichy, L') (1993) Documentary","Eye of Vichy, The (Oeil de Vichy, L') (1993) Documentary",56
684,Windows (1980),Drama,14,Windows (1980) Drama,Windows (1980) Drama,20
685,It's My Party (1995),Drama,20,It's My Party (1995) Drama,It's My Party (1995) Drama,26
687,Country Life (1994),Drama|Romance,19,"Country Life (1994) Drama,Romance","Country Life (1994) Drama,Romance",33
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,27,"Operation Dumbo Drop (1995) Action,Adventure,Comedy,War","Operation Dumbo Drop (1995) Action,Adventure,Comedy,War",55
690,"Promise, The (Versprechen, Das) (1994)",Romance,38,"Promise, The (Versprechen, Das) (1994) Romance","Promise, The (Versprechen, Das) (1994) Romance",46
691,Mrs. Winterbourne (1996),Comedy|Romance,24,"Mrs. Winterbourne (1996) Comedy,Romance","Mrs. Winterbourne (1996) Comedy,Romance",39
692,Solo (1996),Action|Sci-Fi|Thriller,11,"Solo (1996) Action,Sci-Fi,Thriller","Solo (1996) Action,Sci-Fi,Thriller",34
693,Under the Domin Tree (Etz Hadomim Tafus) (1994),Drama,47,Under the Domin Tree (Etz Hadomim Tafus) (1994) Drama,Under the Domin Tree (Etz Hadomim Tafus) (1994) Drama,53
694,"Substitute, The (1996)",Action,22,"Substitute, The (1996) Action","Substitute, The (1996) Action",29
695,True Crime (1995),Mystery|Thriller,17,"True Crime (1995) Mystery,Thriller","True Crime (1995) Mystery,Thriller",34
696,Butterfly Kiss (1995),Thriller,21,Butterfly Kiss (1995) Thriller,Butterfly Kiss (1995) Thriller,30
697,Feeling Minnesota (1996),Drama|Romance,24,"Feeling Minnesota (1996) Drama,Romance","Feeling Minnesota (1996) Drama,Romance",38
698,Delta of Venus (1994),Drama,21,Delta of Venus (1994) Drama,Delta of Venus (1994) Drama,27
699,To Cross the Rubicon (1991),Drama,27,To Cross the Rubicon (1991) Drama,To Cross the Rubicon (1991) Drama,33
700,Angus (1995),Comedy,12,Angus (1995) Comedy,Angus (1995) Comedy,19
701,Daens (1992),Drama,12,Daens (1992) Drama,Daens (1992) Drama,18
702,Faces (1968),Drama,12,Faces (1968) Drama,Faces (1968) Drama,18
703,Boys (1996),Drama,11,Boys (1996) Drama,Boys (1996) Drama,17
704,"Quest, The (1996)",Action|Adventure,17,"Quest, The (1996) Action,Adventure","Quest, The (1996) Action,Adventure",34
705,Cosi (1996),Comedy,11,Cosi (1996) Comedy,Cosi (1996) Comedy,18
706,Sunset Park (1996),Drama,18,Sunset Park (1996) Drama,Sunset Park (1996) Drama,24
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,23,"Mulholland Falls (1996) Crime,Film-Noir,Thriller","Mulholland Falls (1996) Crime,Film-Noir,Thriller",48
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,35,"Truth About Cats & Dogs, The (1996) Comedy,Romance","Truth About Cats & Dogs, The (1996) Comedy,Romance",50
709,Oliver & Company (1988),Animation|Children's,23,"Oliver & Company (1988) Animation,Children's","Oliver & Company (1988) Animation,Children's",44
710,Celtic Pride (1996),Comedy,19,Celtic Pride (1996) Comedy,Celtic Pride (1996) Comedy,26
711,Flipper (1996),Adventure|Children's,14,"Flipper (1996) Adventure,Children's","Flipper (1996) Adventure,Children's",35
712,Captives (1994),Drama,15,Captives (1994) Drama,Captives (1994) Drama,21
713,Of Love and Shadows (1994),Drama,26,Of Love and Shadows (1994) Drama,Of Love and Shadows (1994) Drama,32
714,Dead Man (1995),Western,15,Dead Man (1995) Western,Dead Man (1995) Western,23
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,58,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995) Drama","Horseman on the Roof, The (Hussard sur le toit, Le) (1995) Drama",64
716,Switchblade Sisters (1975),Crime,26,Switchblade Sisters (1975) Crime,Switchblade Sisters (1975) Crime,32
717,Mouth to Mouth (Boca a boca) (1995),Comedy,35,Mouth to Mouth (Boca a boca) (1995) Comedy,Mouth to Mouth (Boca a boca) (1995) Comedy,42
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,36,"Visitors, The (Les Visiteurs) (1993) Comedy,Sci-Fi","Visitors, The (Les Visiteurs) (1993) Comedy,Sci-Fi",50
719,Multiplicity (1996),Comedy,19,Multiplicity (1996) Comedy,Multiplicity (1996) Comedy,26
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,54,Wallace & Gromit: The Best of Aardman Animation (1996) Animation,Wallace & Gromit: The Best of Aardman Animation (1996) Animation,64
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,40,Halfmoon (Paul Bowles - Halbmond) (1995) Drama,Halfmoon (Paul Bowles - Halbmond) (1995) Drama,46
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,47,"Haunted World of Edward D. Wood Jr., The (1995) Documentary","Haunted World of Edward D. Wood Jr., The (1995) Documentary",59
723,Two Friends (1986),Drama,18,Two Friends (1986) Drama,Two Friends (1986) Drama,24
724,"Craft, The (1996)",Drama|Horror,17,"Craft, The (1996) Drama,Horror","Craft, The (1996) Drama,Horror",30
725,"Great White Hype, The (1996)",Comedy,28,"Great White Hype, The (1996) Comedy","Great White Hype, The (1996) Comedy",35
726,Last Dance (1996),Drama,17,Last Dance (1996) Drama,Last Dance (1996) Drama,23
727,War Stories (1995),Documentary,18,War Stories (1995) Documentary,War Stories (1995) Documentary,30
728,Cold Comfort Farm (1995),Comedy,24,Cold Comfort Farm (1995) Comedy,Cold Comfort Farm (1995) Comedy,31
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,65,"Institute Benjamenta, or This Dream People Call Human Life (1995) Drama","Institute Benjamenta, or This Dream People Call Human Life (1995) Drama",71
730,"Low Life, The (1994)",Drama,20,"Low Life, The (1994) Drama","Low Life, The (1994) Drama",26
731,Heaven's Prisoners (1996),Mystery|Thriller,25,"Heaven's Prisoners (1996) Mystery,Thriller","Heaven's Prisoners (1996) Mystery,Thriller",42
732,Original Gangstas (1996),Crime,24,Original Gangstas (1996) Crime,Original Gangstas (1996) Crime,30
733,"Rock, The (1996)",Action|Adventure|Thriller,16,"Rock, The (1996) Action,Adventure,Thriller","Rock, The (1996) Action,Adventure,Thriller",42
734,Getting Away With Murder (1996),Comedy,31,Getting Away With Murder (1996) Comedy,Getting Away With Murder (1996) Comedy,38
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,42,"Cemetery Man (Dellamorte Dellamore) (1994) Comedy,Horror","Cemetery Man (Dellamorte Dellamore) (1994) Comedy,Horror",56
736,Twister (1996),Action|Adventure|Romance|Thriller,14,"Twister (1996) Action,Adventure,Romance,Thriller","Twister (1996) Action,Adventure,Romance,Thriller",48
737,Barb Wire (1996),Action|Sci-Fi,16,"Barb Wire (1996) Action,Sci-Fi","Barb Wire (1996) Action,Sci-Fi",30
738,"Garcu, Le (1995)",Drama,16,"Garcu, Le (1995) Drama","Garcu, Le (1995) Drama",22
739,Honigmond (1996),Comedy,16,Honigmond (1996) Comedy,Honigmond (1996) Comedy,23
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,42,"Ghost in the Shell (Kokaku kidotai) (1995) Animation,Sci-Fi","Ghost in the Shell (Kokaku kidotai) (1995) Animation,Sci-Fi",59
742,Thinner (1996),Horror|Thriller,14,"Thinner (1996) Horror,Thriller","Thinner (1996) Horror,Thriller",30
743,Spy Hard (1996),Comedy,15,Spy Hard (1996) Comedy,Spy Hard (1996) Comedy,22
744,Brothers in Trouble (1995),Drama,26,Brothers in Trouble (1995) Drama,Brothers in Trouble (1995) Drama,32
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,21,"Close Shave, A (1995) Animation,Comedy,Thriller","Close Shave, A (1995) Animation,Comedy,Thriller",47
746,Force of Evil (1948),Film-Noir,20,Force of Evil (1948) Film-Noir,Force of Evil (1948) Film-Noir,30
747,"Stupids, The (1996)",Comedy,19,"Stupids, The (1996) Comedy","Stupids, The (1996) Comedy",26
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,19,"Arrival, The (1996) Action,Sci-Fi,Thriller","Arrival, The (1996) Action,Sci-Fi,Thriller",42
749,"Man from Down Under, The (1943)",Drama,31,"Man from Down Under, The (1943) Drama","Man from Down Under, The (1943) Drama",37
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,75,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) Sci-Fi,War","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963) Sci-Fi,War",86
751,Careful (1992),Comedy,14,Careful (1992) Comedy,Careful (1992) Comedy,21
752,Vermont Is For Lovers (1992),Comedy|Romance,28,"Vermont Is For Lovers (1992) Comedy,Romance","Vermont Is For Lovers (1992) Comedy,Romance",43
753,"Month by the Lake, A (1995)",Comedy|Drama,27,"Month by the Lake, A (1995) Comedy,Drama","Month by the Lake, A (1995) Comedy,Drama",40
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,48,"Gold Diggers: The Secret of Bear Mountain (1995) Adventure,Children's","Gold Diggers: The Secret of Bear Mountain (1995) Adventure,Children's",69
755,Kim (1950),Children's|Drama,10,"Kim (1950) Children's,Drama","Kim (1950) Children's,Drama",27
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,45,Carmen Miranda: Bananas Is My Business (1994) Documentary,Carmen Miranda: Bananas Is My Business (1994) Documentary,57
